KdRek4,KdRek5,Nama_Rincian
"5.02.07.05.","5.02.07.05.007.","Bangunan (Box) Culvert"
"5.02.07.05.","5.02.07.05.008.","Multiple Pipa Arches"
"5.02.07.05.","5.02.07.05.009.","Bangunan Plat Deker"
"5.02.07.05.","5.02.07.05.999.","Bangunan Pelengkap Air Kotor Lainnya"
"5.02.07.99.","5.02.07.99.999.","Bangunan Air Kotor Lainnya"
"5.03.01.01.","5.03.01.01.001.","Instalasi Air Permukaan Kapasitas Kecil"
"5.03.01.01.","5.03.01.01.002.","Instalasi Air Permukaan Kapasitas Sedang"
"5.03.01.01.","5.03.01.01.003.","Instalasi Air Permukaan Kapasitas Besar"
"5.03.01.01.","5.03.01.01.999.","Instalasi Air Permukaan Lainnya"
"5.03.01.02.","5.03.01.02.001.","Instalasi Air Sumber / Mata Air Kapasitas Kecil"
"5.03.01.02.","5.03.01.02.002.","Instalasi Air Sumber / Mata Air Kapasitas Sedang"
"5.03.01.02.","5.03.01.02.003.","Instalasi Air Sumber / Mata Air Kapasitas Besar"
"5.03.01.02.","5.03.01.02.999.","Instalasi Air Sumber / Mata Air Lainnya"
"5.03.01.03.","5.03.01.03.001.","Instalasi Air Tanah Dalam Kapasitas Kecil"
"5.03.01.03.","5.03.01.03.002.","Instalasi Air Tanah Dalam Kapasitas Sedang"
"5.03.01.03.","5.03.01.03.003.","Instalasi Air Tanah Dalam Kapasitas Besar"
"5.03.01.03.","5.03.01.03.999.","Instalasi Air Tanah Dalam Lainnya"
"5.03.01.04.","5.03.01.04.001.","Instalasi Air Tanah Dangkal Kapasitas Kecil"
"5.03.01.04.","5.03.01.04.002.","Instalasi Air Tanah Dangkal Kapasitas Sedang"
"5.03.01.04.","5.03.01.04.003.","Instalasi Air Tanah Dangkal Kapasitas Besar"
"5.03.01.04.","5.03.01.04.999.","Instalasi Air Tanah Dangkal Lainnya"
"5.03.01.05.","5.03.01.05.001.","Sistem Pengolahan Air Sederhana (SIPAS)"
"5.03.01.05.","5.03.01.05.002.","Jaringan Rumah Tangga (JARUT)"
"5.03.01.05.","5.03.01.05.003.","Penampungan Air Hujan (PAH)"
"5.03.01.05.","5.03.01.05.004.","Sumur Gali (SGL)"
"5.03.01.05.","5.03.01.05.005.","Sumur Resapan"
"5.03.01.05.","5.03.01.05.999.","Instalasi Air Bersih / Air Baku Lainnya Lainnya"
"5.03.01.99.","5.03.01.99.999.","Instalasi Air Bersih / Air Baku Lainnya"
"5.03.02.01.","5.03.02.01.001.","Instalasi Air Buangan Domestik Kapasitas Kecil"
"5.03.02.01.","5.03.02.01.002.","Instalasi Air Buangan Domestik Kapasitas Sedang"
"5.03.02.01.","5.03.02.01.003.","Instalasi Air Buangan Domestik Kapasitas Besar"
"5.03.02.01.","5.03.02.01.999.","Instalasi Air Buangan Domestik Lainnya"
"5.03.02.02.","5.03.02.02.001.","Instalasi Air Buangan Industri Kapasitas Kecil"
"5.03.02.02.","5.03.02.02.002.","Instalasi Air Buangan Industri Kapasitas Sedang"
"5.03.02.02.","5.03.02.02.003.","Instalasi Air Buangan Industri Kapasitas Besar"
"5.03.02.02.","5.03.02.02.999.","Instalasi Air Buangan Industri Lainnya"
"5.03.02.03.","5.03.02.03.001.","Instalasi Air Buangan Pertanian Kapasitas Kecil"
"5.03.02.03.","5.03.02.03.002.","Instalasi Air Buangan Pertanian Kapasitas Sedang"
"5.03.02.03.","5.03.02.03.003.","Instalasi Air Buangan Pertanian Kapasitas Besar"
"5.03.02.03.","5.03.02.03.999.","Instalasi Air Buangan Pertanian Lainnya"
"5.03.02.99.","5.03.02.99.999.","Instalasi Air Kotor Lainnya"
"5.03.03.01.","5.03.03.01.001.","Instalasi Pengolahan Sampah Organik Sistem Pembakaran"
"5.03.03.01.","5.03.03.01.002.","Instalasi Pengolahan Sampah Organik Sistem Kompos"
"5.03.03.01.","5.03.03.01.003.","Instalasi Pengolahan Sampah Organik Sistem Penimbunan"
"5.03.03.01.","5.03.03.01.999.","Instalasi Pengolahan Sampah Organik Lainnya"
"5.03.03.02.","5.03.03.02.001.","Instalasi Pengolahan Sampah Non Organik Daur Ulang Logam"
"5.03.03.02.","5.03.03.02.002.","Instalasi Pengolahan Sampah Non Organik Daur Ulang Non Logam"
"5.03.03.02.","5.03.03.02.999.","Instalasi Pengolahan Sampah Non Organik Lainnya"
"5.03.03.03.","5.03.03.03.001.","Bangunan Tempat Penampung Sampah Rumah Tangga"
"5.03.03.03.","5.03.03.03.002.","Bangunan Tempat Menampung Sampah Lingkungan"
"5.03.03.03.","5.03.03.03.999.","Bangunan Penampung Sampah Lainnya"
"5.03.03.99.","5.03.03.99.999.","Instalasi Pengolahan Sampah Lainnya"
"5.03.04.01.","5.03.04.01.001.","Instalasi Pengolahan Bahan Bangunan Percontohan Pengawetan Kayu"
"5.03.04.01.","5.03.04.01.002.","Instalasi Pengolahan Bahan Bangunan Percontohan Pengeringan Kayu"
"5.03.04.01.","5.03.04.01.003.","Instalasi Pengolahan Bahan Bangunan Percontohan Pengerjaan Kayu"
"5.03.04.01.","5.03.04.01.004.","Instalasi Pengolahan Bahan Bangunan Percontohan Perkapuran"
"5.03.04.01.","5.03.04.01.005.","Instalasi Pengolahan Bahan Bangunan Percontohan Pembuatan Batu"
"5.03.04.01.","5.03.04.01.006.","Instalasi Pengolahan Bahan Bangunan Percontohan Pembuatan Agrega"
"5.03.04.01.","5.03.04.01.999.","Instalasi Pengolahan Bahan Bangunan Percontohan Lainnya"
"5.03.04.02.","5.03.04.02.001.","Instalasi Pengolahan Bahan Bangunan Perintis Pengawetan Kayu"
"5.03.04.02.","5.03.04.02.002.","Instalasi Pengolahan Bahan Bangunan Perintis Pengeringan Kayu"
"5.03.04.02.","5.03.04.02.003.","Instalasi Pengolahan Bahan Bangunan Perintis Pengerjaan Kayu"
"5.03.04.02.","5.03.04.02.004.","Instalasi Pengolahan Bahan Bangunan Perintis Perkapuran"
"5.03.04.02.","5.03.04.02.005.","Instalasi Pengolahan Bahan Bangunan Perintis Pembuatan Batu Ceta"
"5.03.04.02.","5.03.04.02.006.","Instalasi Pengolahan Bahan Bangunan Perintis Pembuatan Agregat"
"5.03.04.02.","5.03.04.02.999.","Instalasi Pengolahan Bahan Bangunan Perintis Lainnya"
"5.03.04.03.","5.03.04.03.001.","Instalasi Pengolahan Bahan Bangunan Terapan"
"5.03.04.03.","5.03.04.03.999.","Instalasi Pengolahan Bahan Bangunan Terapan Lainnya"
"5.03.04.99.","5.03.04.99.999.","Instalasi Pengolahan Bahan Bangunan Lainnya"
"5.03.05.01.","5.03.05.01.001.","Instalasi PLTA Kapasitas Kecil"
"5.03.05.01.","5.03.05.01.002.","Instalasi PLTA Kapasitas Sedang"
"5.03.05.01.","5.03.05.01.003.","Instalasi PLTA Kapasitas Besar"
"5.03.05.01.","5.03.05.01.999.","Instalasi Pembangkit Listrik Tenaga Air (PLTA) Lainnya"
"5.03.05.02.","5.03.05.02.001.","Instalasi PLTD Kapasitas Kecil"
"5.03.05.02.","5.03.05.02.002.","Instalasi PLTD Kapasitas Sedang"
"5.03.05.02.","5.03.05.02.003.","Instalasi PLTD Kapasitas Besar"
"5.03.05.02.","5.03.05.02.999.","Instalasi Pembangkit Listrik Tenaga Diesel (PLTD) Lainnya"
"5.03.05.03.","5.03.05.03.001.","Instalasi PLTM Kapasitas Kecil"
"5.03.05.03.","5.03.05.03.002.","Instalasi PLTM Kapasitas Sedang"
"5.03.05.03.","5.03.05.03.003.","Instalasi PLTM Kapasitas Besar"
"5.03.05.03.","5.03.05.03.999.","Instalasi Pembangkit Listrik Tenaga Mikro Hidro (PLTM) Lainnya"
"5.03.05.04.","5.03.05.04.001.","Instalasi PLTAN Kapasitas Kecil"
"5.03.05.04.","5.03.05.04.002.","Instalasi PLTAN Kapasitas Sedang"
"5.03.05.04.","5.03.05.04.003.","Instalasi PLTAN Kapasitas Besar"
"5.03.05.04.","5.03.05.04.999.","Instalasi Pembangkit Listrik Tenaga Angin (PLTAN) Lainnya"
"5.03.05.05.","5.03.05.05.001.","Instalasi PLTU Kapasitas Kecil"
"5.03.05.05.","5.03.05.05.002.","Instalasi PLTU Kapasitas Sedang"
"5.03.05.05.","5.03.05.05.003.","Instalasi PLTU Kapasitas Besar"
"5.03.05.05.","5.03.05.05.999.","Instalasi Pembangkit Listrik Tenaga Uap (PLTU) Lainnya"
"5.03.05.06.","5.03.05.06.001.","Instalasi PLTN Kapasitas Kecil"
"5.03.05.06.","5.03.05.06.002.","Instalasi PLTN Kapasitas Sedang"
"5.03.05.06.","5.03.05.06.003.","Instalasi PLTN Kapasitas Besar"
"5.03.05.06.","5.03.05.06.999.","Instalasi Pembangkit Listrik Tenaga Nuklir (PLTN) Lainnya"
"5.03.05.07.","5.03.05.07.001.","Instalasi PLTG Kapasitas Kecil"
"5.03.05.07.","5.03.05.07.002.","Instalasi PLTG Kapasitas Sedang"
"5.03.05.07.","5.03.05.07.003.","Instalasi PLTG Kapasitas Besar"
"5.03.05.07.","5.03.05.07.999.","Instalasi Pembangkit Listrik Tenaga Gas (PLTG) Lainnya"
"5.03.05.08.","5.03.05.08.001.","Instalasi PLTP Kapasitas Kecil"
"5.03.05.08.","5.03.05.08.002.","Instalasi PLTP Kapasitas Sedang"
"5.03.05.08.","5.03.05.08.003.","Instalasi PLTP Kapasitas Besar"
"5.03.05.08.","5.03.05.08.999.","Instalasi Pembangkit Listrik Tenaga Panas Bumi (PLTP) Lainnya"
"5.03.05.09.","5.03.05.09.001.","Instalasi PLTS Kapasitas Kecil"
"5.03.05.09.","5.03.05.09.002.","Instalasi PLTS Kapasitas Sedang"
"5.03.05.09.","5.03.05.09.003.","Instalasi PLTS Kapasitas Besar"
"5.03.05.09.","5.03.05.09.999.","Instalasi Pembangkit Listrik Tenaga Surya (PLTS) Laiinnya"
"5.03.05.10.","5.03.05.10.001.","Instalasi PLTB Kapasitas Kecil"
"5.03.05.10.","5.03.05.10.002.","Instalasi PLTB Kapasitas Sedang"
"5.03.05.10.","5.03.05.10.003.","Instalasi PLTB Kapasitas Besar"
"5.03.05.10.","5.03.05.10.999.","Instalasi Pembangkit Listrik Tenaga Biogas (PLTB) Lainnya"
"5.03.05.11.","5.03.05.11.001.","Instalasi PLTSM Kapasitas Kecil"
"5.03.05.11.","5.03.05.11.002.","Instalasi PLTSM Kapasitas Sedang"
"5.03.05.11.","5.03.05.11.003.","Instalasi PLTSM Kapasitas Besar"
"5.03.05.11.","5.03.05.11.999.","Instalasi Pembangkit Listrik Tenaga Samudera / Gelombang Samudera Lainnya"
"5.03.05.99.","5.03.05.99.999.","Instalasi Pembangkit Listrik Lainnya"
"5.03.06.01.","5.03.06.01.001.","Instalasi Gardu Listrik Induk Kapasitas Kecil"
"5.03.06.01.","5.03.06.01.002.","Instalasi Gardu Listrik Induk Kapasitas Sedang"
"5.03.06.01.","5.03.06.01.003.","Instalasi Gardu Listrik Induk Kapasitas Besar"
"5.03.06.01.","5.03.06.01.999.","Instalasi Gardu Listrik Induk Lainnya"
"5.03.06.02.","5.03.06.02.001.","Instalasi Gardu Listrik Distribusi Kapasitas Kecil"
"5.03.06.02.","5.03.06.02.002.","Instalasi Gardu Listrik Distribusi Kapasitas Sedang"
"5.03.06.02.","5.03.06.02.003.","Instalasi Gardu Listrik Distribusi Kapasitas Besar"
"5.03.06.02.","5.03.06.02.999.","Instalasi Gardu Listrik Distribusi Lainnya"
"5.03.06.03.","5.03.06.03.001.","Instalasi Pusat Pengatur Listrik Kapasitas Kecil"
"5.03.06.03.","5.03.06.03.002.","Instalasi Pusat Pengatur Listrik Kapasitas Sedang"
"5.03.06.03.","5.03.06.03.003.","Instalasi Pusat Pengatur Listrik Kapasitas Besar"
"5.03.06.03.","5.03.06.03.999.","Instalasi Pusat Pengatur Listrik Lainnya"
"5.03.06.99.","5.03.06.99.999.","Instalasi Gardu Listrik Lainnya"
"5.03.07.01.","5.03.07.01.001.","Instalasi Generating Set"
"5.03.07.01.","5.03.07.01.002.","Instalasi AC"
"5.03.07.01.","5.03.07.01.003.","Instalasi Building Automation System (BAS)"
"5.03.07.01.","5.03.07.01.004.","Instalasi Komputer"
"5.03.07.01.","5.03.07.01.999.","Instalasi Lain-lain"
"5.04.01.01.","5.04.01.01.001.","Jaringan Pembawa Kapasitas Kecil"
"5.04.01.01.","5.04.01.01.002.","Jaringan Pembawa Kapasitas Sedang"
"5.04.01.01.","5.04.01.01.003.","Jaringan Pembawa Kapasitas Besar"
"5.04.01.01.","5.04.01.01.999.","Jaringan Pembawa Lainnya"
"5.04.01.02.","5.04.01.02.001.","Jaringan Induk Distribusi Kapasitas Kecil"
"5.04.01.02.","5.04.01.02.002.","Jaringan Induk Distribusi Kapasitas Sedang"
"5.04.01.02.","5.04.01.02.003.","Jaringan Induk Distribusi Kapasitas Besar"
"5.04.01.02.","5.04.01.02.999.","Jaringan Induk Distribusi Lainnya"
"5.04.01.03.","5.04.01.03.001.","Jaringan Cabang Distribusi Kapasitas Kecil"
"5.04.01.03.","5.04.01.03.002.","Jaringan Cabang Distribusi Kapasitas Sedang"
"5.04.01.03.","5.04.01.03.003.","Jaringan Cabang Distribusi Kapasitas Besar"
"5.04.01.03.","5.04.01.03.999.","Jaringan Cabang Distribusi Lainnya"
"5.04.01.04.","5.04.01.04.001.","Jaringan Sambungan Ke Rumah Kapasitas Kecil"
"5.04.01.04.","5.04.01.04.002.","Jaringan Sambungan Ke Rumah Kapasitas Sedang"
"5.04.01.04.","5.04.01.04.003.","Jaringan Sambungan Ke Rumah Kapasitas Besar"
"5.04.01.04.","5.04.01.04.999.","Jaringan Sambungan Ke Rumah Lainnya"
"5.04.01.99.","5.04.01.99.999.","Jaringan Air Minum Lainnya"
"5.04.02.01.","5.04.02.01.001.","Jaringan Transmisi Tegangan Diatas 300 KVA"
"5.04.02.01.","5.04.02.01.002.","Jaringan Transmisi Tegangan 100 S/D 300 KVA"
"5.04.02.01.","5.04.02.01.003.","Jaringan Transmisi Tegangan Dibawah 100 KVA"
"5.04.02.01.","5.04.02.01.999.","Jaringan Transmisi Lainnya"
"5.04.02.02.","5.04.02.02.001.","Jaringan Distribusi Tegangan Diatas 20 KVA"
"5.04.02.02.","5.04.02.02.002.","Jaringan Distribusi Tegangan 1 S/D 20 KVA"
"5.04.02.02.","5.04.02.02.003.","Jaringan Distribusi Tegangan Dibawah 1 KVA"
"5.04.02.02.","5.04.02.02.999.","Jaringan Distribusi Lainnya"
"5.04.02.99.","5.04.02.99.999.","Jaringan Listrik Lainnya"
"5.04.03.01.","5.04.03.01.001.","Jaringan Telepon Diatas Tanah Kapasitas Kecil"
"5.04.03.01.","5.04.03.01.002.","Jaringan Telepon Diatas Tanah Kapasitas Sedang"
"5.04.03.01.","5.04.03.01.003.","Jaringan Telepon Diatas Tanah Kapasitas Besar"
"5.04.03.01.","5.04.03.01.999.","Jaringan Telepon Diatas Tanah Lainnya"
"5.04.03.02.","5.04.03.02.001.","Jaringan Telepon Dibawah Tanah Kapasitas Kecil"
"5.04.03.02.","5.04.03.02.002.","Jaringan Telepon Dibawah Tanah Kapasitas Sedang"
"5.04.03.02.","5.04.03.02.003.","Jaringan Telepon Dibawah Tanah Kapasitas Besar"
"5.04.03.02.","5.04.03.02.999.","Jaringan Telepon Dibawah Tanah Lainnya"
"5.04.03.03.","5.04.03.03.001.","Jaringan Telepon Didalam Air Kapasitas Kecil"
"5.04.03.03.","5.04.03.03.002.","Jaringan Telepon Didalam Air Kapasitas Sedang"
"5.04.03.03.","5.04.03.03.003.","Jaringan Telepon Didalam Air Kapasitas Besar"
"5.04.03.03.","5.04.03.03.999.","Jaringan Telepon Didalam Air Lainnya"
"5.04.03.04.","5.04.03.04.001.","Jaringan Satelit"
"5.04.03.04.","5.04.03.04.002.","Jaringan Radio"
"5.04.03.04.","5.04.03.04.999.","Jaringan Dengan Media Udara Lainnya"
"5.04.03.99.","5.04.03.99.999.","Jaringan Telepon Lainnya"
"5.04.04.01.","5.04.04.01.001.","Jaringan Pipa Baja"
"5.04.04.01.","5.04.04.01.999.","Jaringan Pipa Gas Transmisi Lainnya"
"5.04.04.02.","5.04.04.02.001.","Jaringan Pipa Distribusi Tekanan Tinggi"
"5.04.04.02.","5.04.04.02.002.","Jaringan Pipa Distribusi Tekanan Menengah Pipa Baja"
"5.04.04.02.","5.04.04.02.003.","Jaringan Pipa Distribusi Tekanan Menengah Pipa PE"
"5.04.04.02.","5.04.04.02.004.","Jaringan Pipa Distribusi Tekanan Rendah Pipa Baja"
"5.04.04.02.","5.04.04.02.005.","Jaringan Pipa Distribusi Tekanan Rendah Pipa PC"
"5.04.04.02.","5.04.04.02.999.","Jaringan Pipa Distribusi Lainnya"
"5.04.04.03.","5.04.04.03.001.","Jaringan Pipa Dinas Pipa Baja"
"5.04.04.03.","5.04.04.03.002.","Jaringan Pipa Dinas Pipa PE"
"5.04.04.03.","5.04.04.03.999.","Jaringan Pipa Dinas Lainnya"
"5.04.04.04.","5.04.04.04.001.","Jaringan BBM Bensin"
"5.04.04.04.","5.04.04.04.002.","Jaringan BBM Solar"
"5.04.04.04.","5.04.04.04.003.","Jaringan BBM Minyak Tanah"
"5.04.04.04.","5.04.04.04.999.","Jaringan BBM Lainnya"
"5.04.04.99.","5.04.04.99.999.","Jaringan Gas Lainnya"
"6.01.01.01.","6.01.01.01.001.","Monograf"
"6.01.01.01.","6.01.01.01.002.","Referensi"
"6.01.01.01.","6.01.01.01.999.","Buku Lainnya"
"6.01.01.02.","6.01.01.02.001.","Surat Kabar"
"6.01.01.02.","6.01.01.02.002.","Majalah"
"6.01.01.02.","6.01.01.02.003.","Buletin"
"6.01.01.02.","6.01.01.02.004.","Laporan"
"6.01.01.02.","6.01.01.02.999.","Serial Lainnya"
"6.01.01.99.","6.01.01.99.999.","Bahan Perpustakaan Tercetak Lainnya"
"6.01.02.01.","6.01.02.01.001.","Kaset"
"6.01.02.01.","6.01.02.01.002.","Video"
"6.01.02.01.","6.01.02.01.003.","CD/VCD/DVD/LD"
"6.01.02.01.","6.01.02.01.004.","Pita Film"
"6.01.02.01.","6.01.02.01.005.","Pita Suara"
"6.01.02.01.","6.01.02.01.006.","Piringan Hitam"
"6.01.02.01.","6.01.02.01.028.","Peta Digital"
"6.01.02.01.","6.01.02.01.999.","Audio Visual Lainnya"
"6.01.02.02.","6.01.02.02.001.","Mikrofilm"
"6.01.02.02.","6.01.02.02.002.","Mikrofisch"
"6.01.02.02.","6.01.02.02.003.","Slide"
"6.01.02.02.","6.01.02.02.999.","Bentuk Mikro/Mikroform Lainnya"
"6.01.02.99.","6.01.02.99.999.","Bahan Perpustakaan Terekam Dan Bentuk Mikro Lainnya"
"6.01.03.01.","6.01.03.01.001.","Peta (Map)"
"6.01.03.01.","6.01.03.01.002.","Atlas"
"6.01.03.01.","6.01.03.01.003.","Blue Print"
"6.01.03.01.","6.01.03.01.004.","Bola Dunia (Globe)"
"6.01.03.01.","6.01.03.01.999.","Bahan Kartografi Lainnya"
"6.01.03.02.","6.01.03.02.001.","Naskah/Manuskrip Berbahan Kertas"
"6.01.03.02.","6.01.03.02.002.","Naskah/Manuskrip Berbahan Daun"
"6.01.03.02.","6.01.03.02.003.","Naskah/Manuskrip Berbahan Kayu"
"6.01.03.02.","6.01.03.02.004.","Naskah/Manuskrip Berbahan Bambu"
"6.01.03.02.","6.01.03.02.005.","Naskah/Manuskrip Berbahan Kulit Kayu"
"6.01.03.02.","6.01.03.02.006.","Naskah/Manuskrip Berbahan Kulit Binatang"
"6.01.03.02.","6.01.03.02.007.","Naskah/Manuskrip Berbahan Tulang/Tanduk"
"6.01.03.02.","6.01.03.02.008.","Naskah/Manuskrip Berbahan Tempurung"
"6.01.03.02.","6.01.03.02.999.","Naskah/Manuskrip Berbahan Lainnya"
"6.01.03.03.","6.01.03.03.001.","Lukisan Kanvas"
"6.01.03.03.","6.01.03.03.002.","Lukisan Batu, Keramik, Kayu, dll"
"6.01.03.03.","6.01.03.03.003.","Ukiran Kayu dan sejenisnya"
"6.01.03.03.","6.01.03.03.004.","Ukiran Logam dan sejenisnya"
"6.01.03.03.","6.01.03.03.005.","Ukiran Batu dan sejenisnya"
"6.01.03.03.","6.01.03.03.999.","Ukiran dan Lukisan Lainnya"
"6.01.03.99.","6.01.03.99.999.","Kartografi, Naskah Dan Lukisan Lainnya"
"6.02.01.01.","6.02.01.01.001.","Alat Musik Tradisional/Daerah"
"6.02.01.01.","6.02.01.01.002.","Alat Musik Modern/Band"
"6.02.01.01.","6.02.01.01.999.","Alat Musik Lainnya"
"6.02.01.02.","6.02.01.02.001.","Lukisan Cat Air"
"6.02.01.02.","6.02.01.02.002.","Sulaman / Tempelan"
"6.02.01.02.","6.02.01.02.003.","Lukisan Cat Minyak"
"6.02.01.02.","6.02.01.02.004.","Lukisan Bulu"
"6.02.01.02.","6.02.01.02.005.","Seni Relief"
"6.02.01.02.","6.02.01.02.999.","Lukisan Lainnya"
"6.02.01.03.","6.02.01.03.001.","Wayang Golek"
"6.02.01.03.","6.02.01.03.002.","Wayang Kulit"
"6.02.01.03.","6.02.01.03.999.","Alat Peraga Kesenian Lainnya"
"6.02.01.99.","6.02.01.99.999.","Barang Bercorak Kesenian Lainnya"
"6.02.02.01.","6.02.02.01.001.","Pahatan Batu"
"6.02.02.01.","6.02.02.01.002.","Pahatan Kayu"
"6.02.02.01.","6.02.02.01.003.","Pahatan Logam"
"6.02.02.01.","6.02.02.01.999.","Pahatan Lainnya"
"6.02.02.02.","6.02.02.02.001.","Maket/Miniatur/Replika"
"6.02.02.02.","6.02.02.02.002.","Foto Dokumen"
"6.02.02.02.","6.02.02.02.003.","Naskah Kuno"
"6.02.02.02.","6.02.02.02.004.","Mata Uang/ Numismatik"
"6.02.02.02.","6.02.02.02.005.","Perhiasan"
"6.02.02.02.","6.02.02.02.006.","Barang Keramik/ Gerabah"
"6.02.02.02.","6.02.02.02.007.","Arca/ Patung"
"6.02.02.02.","6.02.02.02.008.","Benda Kuno/ Unik"
"6.02.02.02.","6.02.02.02.009.","Fosil"
"6.02.02.02.","6.02.02.02.010.","Mumy"
"6.02.02.02.","6.02.02.02.999.","Maket Dan Foto Dokumen Lainnya"
"6.02.02.99.","6.02.02.99.999.","Alat Bercorak Kebudayaan Lainnya"
"6.02.03.01.","6.02.03.01.001.","Piala"
"6.02.03.01.","6.02.03.01.002.","Medali"
"6.02.03.01.","6.02.03.01.003.","Piagam"
"6.02.03.01.","6.02.03.01.999.","Tanda Penghargaan Lainnya"
"6.02.03.99.","6.02.03.99.999.","Tanda Penghargaan Bidang Olah Raga Lainnya"
"6.03.01.01.","6.03.01.01.001.","Anjing Pelacak"
"6.03.01.01.","6.03.01.01.002.","Anjing Penjaga"
"6.03.01.01.","6.03.01.01.999.","Hewan Pengaman Lainnya"
"6.03.01.02.","6.03.01.02.001.","Gajah"
"6.03.01.02.","6.03.01.02.002.","Kuda (Hewan Pengangkut)"
"6.03.01.02.","6.03.01.02.999.","Hewan Pengangkut Lainnya"
"6.03.01.99.","6.03.01.99.999.","Hewan Piaraan Lainnya"
"6.03.02.01.","6.03.02.01.001.","Babi"
"6.03.02.01.","6.03.02.01.002.","Domba"
"6.03.02.01.","6.03.02.01.003.","Kambing"
"6.03.02.01.","6.03.02.01.004.","Kerbau"
"6.03.02.01.","6.03.02.01.005.","Sapi Potong"
"6.03.02.01.","6.03.02.01.999.","Ternak Potong Lainnya"
"6.03.02.02.","6.03.02.02.001.","Sapi Perah"
"6.03.02.02.","6.03.02.02.002.","Domba Perah"
"6.03.02.02.","6.03.02.02.003.","Kambing Perah"
"6.03.02.02.","6.03.02.02.999.","Ternak Perah Lainnya"
"6.03.02.03.","6.03.02.03.001.","Ayam"
"6.03.02.03.","6.03.02.03.002.","Burung"
"6.03.02.03.","6.03.02.03.003.","Itik"
"6.03.02.03.","6.03.02.03.999.","Ternak Unggas Lainnya"
"6.03.02.99.","6.03.02.99.999.","Ternak Lainnya"
"6.03.03.01.","6.03.03.01.001.","Hewan Lainnya"
"6.04.01.01.","6.04.01.01.001.","Ikan Air Tawar Budidaya"
"6.04.01.01.","6.04.01.01.002.","Ikan Air Laut Budidaya"
"6.04.01.01.","6.04.01.01.003.","Ikan Air Payau Budidaya"
"6.04.01.01.","6.04.01.01.004.","Ikan Hias Air Tawar Budidaya"
"6.04.01.01.","6.04.01.01.005.","Ikan Hias Air Payau/Laut Budidaya"
"6.04.01.01.","6.04.01.01.999.","Ikan Budidaya Lainnya"
"6.04.02.01.","6.04.02.01.001.","Udang"
"6.04.02.01.","6.04.02.01.002.","Rajungan"
"6.04.02.01.","6.04.02.01.003.","Kepiting"
"6.04.02.01.","6.04.02.01.999.","Crustea (Udang, Rajungan, Kepiting, dan Sebangsanya) Lainnya"
"6.04.03.01.","6.04.03.01.001.","Kerang"
"6.04.03.01.","6.04.03.01.002.","Tiram"
"6.04.03.01.","6.04.03.01.003.","Cumi-Cumi"
"6.04.03.01.","6.04.03.01.004.","Gurita"
"6.04.03.01.","6.04.03.01.005.","Siput"
"6.04.03.01.","6.04.03.01.999.","Mollusca (kerang, Tiram, Cumi-cumi, Gurita, Siput, Dan Sebangsanya) Lainnya"
"6.04.04.01.","6.04.04.01.001.","Ubur-Ubur Budidaya"
"6.04.04.01.","6.04.04.01.999.","Coelenterata (ubur-ubur Dan Sebangsanya) Lainnya"
"6.04.05.01.","6.04.05.01.001.","Teripang"
"6.04.05.01.","6.04.05.01.002.","Bulu Babi"
"6.04.05.01.","6.04.05.01.999.","Echinodermata (tripang, Bulu Babi, Dan Sebangsanya) Lainnya"
"6.04.06.01.","6.04.06.01.001.","Kodok"
"6.04.06.01.","6.04.06.01.002.","Sebangsa Kodok"
"6.04.06.01.","6.04.06.01.999.","Amphibia (kodok Dan Sebangsanya) Lainnya"
"6.04.07.01.","6.04.07.01.001.","Penyu"
"6.04.07.01.","6.04.07.01.002.","Kura-Kura"
"6.04.07.01.","6.04.07.01.003.","Biawak"
"6.04.07.01.","6.04.07.01.004.","Ular Air"
"6.04.07.01.","6.04.07.01.999.","Reptilia (buaya, Penyu, Kura-kura, Biawak, Ular Air, Dan Sebangsanya) Lainnya"
"6.04.08.01.","6.04.08.01.001.","Paus"
"6.04.08.01.","6.04.08.01.002.","Lumba-Lumba"
"6.04.08.01.","6.04.08.01.003.","Pesut"
"6.04.08.01.","6.04.08.01.004.","Duyung"
"6.04.08.01.","6.04.08.01.999.","Mammalia (paus, Lumba-lumba, Pesut, Duyung, Dan Sebangsanya) Lainnya"
"6.04.09.01.","6.04.09.01.001.","Rumput Laut"
"6.04.09.01.","6.04.09.01.002.","Tumbuh-Tumbuhan Lain yang Hidup di dalam Air"
"6.04.09.01.","6.04.09.01.999.","Algae (rumput Laut Dan Tumbuh-tumbuhan Lain Yang Hidup Di Dalam Air) Lainnya"
"6.04.10.01.","6.04.10.01.001.","Biota Perairan Lainnya"
"6.05.01.01.","6.05.01.01.001.","Tanaman Keras"
"6.05.01.01.","6.05.01.01.002.","Tanaman Industri"
"6.05.01.01.","6.05.01.01.003.","Tanaman Perkebunan"
"6.05.01.01.","6.05.01.01.004.","Tanaman Hortikultura"
"6.05.01.01.","6.05.01.01.005.","Tanaman Pangan"
"6.05.01.01.","6.05.01.01.006.","Tanaman Hias"
"6.05.01.01.","6.05.01.01.007.","Tanaman Obat"
"6.05.01.01.","6.05.01.01.008.","Tanaman Plasma"
"6.05.01.01.","6.05.01.01.999.","Tanaman Lainnya"
"6.06.01.01.","6.06.01.01.001.","Tanah Dalam Renovasi"
"6.06.01.01.","6.06.01.01.002.","Peralatan dan Mesin Dalam Renovasi"
"6.06.01.01.","6.06.01.01.003.","Gedung dan Bangunan Dalam Renovasi"
